Id,CreationStamp,Dataset,Description,Ch_0_0,Ch_0_1,Ch_0_2,Ch_0_3,Ch_0_4,Ch_0_5,Ch_0_6,Ch_0_7,Ch_0_8,Ch_0_9,Ch_0_10,Ch_0_11,Ch_0_12,Ch_0_13,Ch_0_14,Ch_0_15,Ch_0_16,Ch_0_17,Ch_1_0,Ch_1_1,Ch_1_2,Ch_1_3,Ch_1_4,Ch_1_5,Ch_1_6,Ch_1_7,Ch_1_8,Ch_1_9,Ch_1_10,Ch_1_11,Ch_1_12,Ch_1_13,Ch_1_14,Ch_1_15,Ch_1_16,Ch_1_17
6867,2020-10-03 00:00:28Z,Cl_12_11,45,212.4104,429.5835,2305.473,12178.77,5416.218,12966.73,918.4838,2982.635,2928.587,557.9463,7826.009,94.41875,7889.532,73.67656,10269.49,81.23411,13995.28,71.55614,2986.612,55.32575,1341.333,389.6558,1205.415,172.7095,254.9613,657.0478,279.4849,678.7491,973.9261,856.8803,683.9725,710.8389,184.9419,293.693,174.1982,242.3204
6868,2020-10-03 00:01:02Z,Cl_12_11,46,208.6004,452.4438,2254.346,12645.54,5013.261,13839.8,903.8582,3076.238,2942.052,581.5096,7486.715,99.02454,7356.605,78.58833,9750.397,81.81023,15340.54,74.85873,2788.81,54.34653,1248.732,396.0736,1152.581,190.0248,249.9456,608.5634,276.9895,920.803,1108.442,936.3667,678.3754,814.946,187.5467,321.0435,177.1177,219.9374
6869,2020-10-03 00:01:35Z,Cl_12_11,47,220.9831,428.631,2435.186,12253.57,5808.311,11870.45,976.0109,3050.887,3101.946,571.411,8150.717,92.88348,8423.073,82.88613,10865.78,89.2999,15895.37,74.85873,3087.96,59.73223,1311.994,399.741,1291.991,202.9004,263.3207,647.0165,296.1209,934.9436,1121.544,941.6075,679.4948,897.7839,203.1756,332.114,191.7153,234.535
6870,2020-10-03 00:02:44Z,Cl_12_11,48,211.4579,441.0136,2292.218,12226.11,4726.845,13065.49,909.7084,2924.133,2710.626,541.9568,6617.756,92.88348,8073.109,80.43024,10700.43,88.72378,16796.98,81.46391,3200.081,62.18027,1192.805,395.1568,1216.958,189.5809,265.8285,676.2744,286.1393,944.9252,1159.977,945.9749,680.6142,794.7962,194.71,321.0435,184.9031,231.6155
6871,2020-10-03 00:03:39Z,Cl_12_11,50,202.8853,277.1813,2234.463,8130.225,5161.407,12811.67,985.7612,2125.578,3051.453,411.5169,7531.238,81.369,8981.787,82.27216,11180.92,62.22187,16760.65,59.44664,3332.765,33.78298,1369.755,187.0348,1336.834,109.2199,320.1645,333.5395,314.4205,442.5178,1167.838,476.0446,667.181,378.3678,200.5708,112.6583,183.9299,90.5052
6872,2020-10-03 00:04:17Z,Cl_12_11,51,211.4579,436.2511,2263.814,12654.07,5339.182,17283.7,982.8361,3218.593,2974.872,596.6575,7479.807,99.79217,8117.315,100.0773,10165.79,86.41927,15254.67,72.65701,3004.727,57.28419,1482.526,375.9032,1245.817,192.6888,310.1332,619.4305,306.9343,898.3444,1125.911,919.7706,652.6284,840.6929,193.4076,296.2978,178.0909,243.2935
6873,2020-10-03 00:05:00Z,Cl_12_11,52,199.0753,455.3013,2278.016,13532.7,5182.147,16131.12,911.6585,3247.844,3043.879,615.1715,7614.143,105.1656,8649.015,93.93761,10662.41,90.45216,16019.77,77.06046,2952.339,58.2634,1356.919,395.1568,1287.995,205.5643,287.5629,637.8212,296.9527,934.9436,1196.663,996.6365,687.3308,828.3792,199.2684,297.6002,175.1714,240.374
6874,2020-10-03 00:05:21Z,Cl_12_11,53,208.6004,447.6812,2301.686,12798.93,5434.983,13302.52,898.983,3067.463,2883.143,577.3019,7706.258,96.72164,8400.356,73.67656,10676.81,81.23411,15711.53,74.85873,3058.584,55.81536,1266.152,405.242,1284,172.7095,267.5004,659.5556,285.3075,939.1026,1104.074,978.2936,669.4199,847.4095,193.4076,278.0641,182.9568,227.7228
6875,2020-10-03 00:05:57Z,Cl_12_11,54,208.6004,451.4913,2207.952,12843.43,4802.894,14000.79,912.6335,3123.04,2869.678,582.3511,7072.962,94.41875,6942.174,74.9045,9390.317,79.50572,15824.92,75.95959,2956.745,56.79458,1281.738,392.4063,1092.199,174.9294,263.3207,653.704,286.1393,927.4574,1111.935,933.7463,663.8228,769.0493,180.3835,311.9267,173.225,219.9374
6876,2020-10-03 00:06:21Z,Cl_12_11,55,197.1702,435.2986,2214.58,12632.29,4985.607,13950.42,893.1328,3089.889,2921.013,575.6188,7398.438,95.95401,7469.576,74.9045,9983.729,82.38637,16034.08,74.85873,3066.907,58.75301,1199.223,391.4894,1136.597,174.0414,259.141,659.5556,280.3167,921.6348,1097.96,926.7584,648.1507,798.1545,181.0347,324.9508,174.1982,221.8837
